"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"2720","MITT LILLE HJEM AS","923393978","2021-02-23","Konkursåpning","Østfold","Under"
"2721","MIX MAT AS","925815209","2021-09-28","Konkursåpning","Østfold","Under"
"2722","MJØSA SOLSKJERMING AS","926676431","2023-06-20","Konkursåpning","Østfold","Etter"
"2723","MOBSERVICE AS","919787260","2021-11-24","Konkursåpning","Østfold","Under"
"2724","MODERNO ENTREPRENØR AS","913987888","2022-02-21","Konkursåpning","Østfold","Under"
"2725","MOEN HANSEN TRANSPORT AS","920577989","2020-12-01","Konkursåpning","Østfold","Under"
"2726","MOL BYGG AS","928522393","2024-02-13","Konkursåpning","Østfold","Etter"
"2727","MOMENTA AS","920254659","2021-08-20","Konkursåpning","Østfold","Under"
"2728","MONTØRKOMPANIET AS","920197566","2021-08-30","Konkursåpning","Østfold","Under"
"2729","MOSS BARDRIFT AS","919692227","2021-03-29","Konkursåpning","Østfold","Under"
"2730","MOVEN AS","921390165","2022-11-17","Konkursåpning","Østfold","Under"
"2731","MR BILSERVICE AS","919232056","2021-05-04","Konkursåpning","Østfold","Under"
"2732","MULTIBEDRIFT AS","923593969","2021-05-21","Konkursåpning","Østfold","Under"
"2733","MUR FLIS & BYGG AS","927403609","2023-03-14","Konkursåpning","Østfold","Under"
"2734","MUR FLIS BYGG AS","918934138","2023-01-26","Konkursåpning","Østfold","Under"
"2735","MURERFIRMA ROLF E SOLBERG AS","919413247","2023-02-16","Konkursåpning","Østfold","Under"
"2736","MURMESTER GRUPPEN AS","925516163","2021-05-18","Konkursåpning","Østfold","Under"
"2737","MYLAND FASADE AS","913102703","2019-03-11","Konkursåpning","Østfold","Før"
"2738","MYRA TRANSPORT AS","997870573","2020-02-07","Konkursåpning","Østfold","Under"
"2739","MYSEN BILLAKKERING AS","920330207","2020-06-02","Konkursåpning","Østfold","Under"
"2740","MYSEN BLOMSTER & GAVER AS","926524704","2022-07-01","Konkursåpning","Østfold","Under"
"2741","N F BYGG OG RENOVERING AS","924688742","2021-10-11","Konkursåpning","Østfold","Under"
"2742","NAM NAM RESTAURANT LTD","990825181","2022-10-18","Konkursåpning","Østfold","Under"
"2743","NASCAR AS","826830492","2023-01-27","Konkursåpning","Østfold","Under"
"2744","NCH LYKKE AS","924004371","2021-06-22","Konkursåpning","Østfold","Under"
"2745","NEDRE GLOMMA AS","919303980","2023-10-06","Konkursåpning","Østfold","Etter"
"2746","NEDRE GLOMMA BILFORVALTNING AS","920746985","2020-04-07","Konkursåpning","Østfold","Under"
"2747","NEDRE GLOMMA BYGGSERVICE AS","999140424","2022-01-20","Konkursåpning","Østfold","Under"
"2748","NETTRETT AS","921709676","2021-02-17","Konkursåpning","Østfold","Under"
"2749","NG FOODS AS","920416055","2023-11-28","Konkursåpning","Østfold","Etter"
"2750","NG INDUSTRI AS","920472478","2023-10-06","Konkursåpning","Østfold","Etter"
"2751","NGS HOLDING AS","919329718","2022-03-30","Konkursåpning","Østfold","Under"
"2752","NH BYGG OG FLIS AS","928123979","2024-02-23","Konkursåpning","Østfold","Etter"
"2753","NITRAL CDS AS","992798394","2021-07-20","Konkursåpning","Østfold","Under"
"2754","NOR POL AS","827154342","2022-11-10","Konkursåpning","Østfold","Under"
"2755","NORDAL PANORAMA AS","918144536","2023-02-24","Konkursåpning","Østfold","Under"
"2756","NORDIC BAKERI AS","918775420","2021-10-13","Konkursåpning","Østfold","Under"
"2757","NORDIC REKKVERK AS","922292272","2021-12-15","Konkursåpning","Østfold","Under"
"2758","NORDISK FIBER, FILIAL","918926291","2018-07-25","Konkursåpning i hjemlandet","Østfold","Før"
"2759","NORDPOL INDUSTRI AS","817250912","2021-11-23","Konkursåpning","Østfold","Under"
"2760","NORDTJENESTER AS","922411476","2020-10-28","Konkursåpning","Østfold","Under"
"2761","NORGESMONTERING AS","926980033","2023-02-13","Konkursåpning","Østfold","Under"
"2762","NORILD AS","916176694","2023-06-12","Konkursåpning","Østfold","Etter"
"2763","NORKRIS EVENTS AS","920675042","2022-09-29","Konkursåpning","Østfold","Under"
"2764","NORSK HUNDEKONSULT AS","877352072","2022-10-07","Konkursåpning","Østfold","Under"
"2765","NORSK MILJØFUG AS","920203442","2023-03-30","Konkursåpning","Østfold","Under"
"2766","NORSK SOLSKJERMING AS","923357262","2021-06-15","Konkursåpning","Østfold","Under"
"2767","NORSK TAKFORNYING GRUPPEN AS","918999337","2022-01-21","Konkursåpning","Østfold","Under"
"2768","NORSK VEITRANSPORT AS","917714053","2023-02-28","Konkursåpning","Østfold","Under"
"2769","NORSKE DATAPRODUKTER AS","985963835","2021-10-07","Konkursåpning","Østfold","Under"
"2770","NORTH LIMIT AS","967749745","2018-07-06","Konkursåpning","Østfold","Før"
"2771","NORTHERN TORUS AI AS","928537056","2023-08-24","Konkursåpning","Østfold","Etter"
"2772","NORTHLIGHT BYGG AS","923149716","2022-11-21","Konkursåpning","Østfold","Under"
"2773","NT BYGG AS","923165371","2022-12-16","Konkursåpning","Østfold","Under"
"2774","NY START MARKED AS","922336318","2022-10-31","Konkursåpning","Østfold","Under"
"2775","NYE PIA DESIGN HOLDING AS","915017355","2021-01-19","Konkursåpning","Østfold","Under"
"2776","NYE VI2 SUSHI AS","920202764","2022-04-20","Konkursåpning","Østfold","Under"
"2777","NYSTERUD VED OG LANDBRUKSTJENESTER","922635285","2021-04-27","Konkursåpning","Østfold","Under"
"2778","NØYAKTIGE HÅNDVERKERE AS","919217448","2021-07-22","Konkursåpning","Østfold","Under"
"2779","O2II AS","922122954","2023-06-22","Konkursåpning","Østfold","Etter"
"2780","ODIN BYGG & INTERIØR AS","994179977","2022-06-20","Konkursåpning","Østfold","Under"
"2781","OG BYGG AS","926674609","2023-06-23","Konkursåpning","Østfold","Etter"
"2782","OK PROSJEKT AS","925901288","2021-02-10","Konkursåpning","Østfold","Under"
"2783","OLSEN KJØPMANN AS","922771847","2023-01-19","Konkursåpning","Østfold","Under"
"2784","OLYMPIC BRYGGA AS","997895096","2021-02-02","Konkursåpning","Østfold","Under"
"2785","OM DATA AS","919419792","2023-10-06","Konkursåpning","Østfold","Etter"
"2786","ONPOINTS LOGISTICS AS","923219595","2023-04-17","Konkursåpning","Østfold","Under"
"2787","ONSØY GRAVESERVICE AS","917606323","2022-01-31","Konkursåpning","Østfold","Under"
"2788","OPUS ENTREPENØR AS","823130112","2021-11-09","Konkursåpning","Østfold","Under"
"2789","ORANGE AS","999001602","2021-10-04","Konkursåpning","Østfold","Under"
"2790","OSKAR NORWAY AS","919535067","2021-12-22","Konkursåpning","Østfold","Under"
"2791","OUTCALL SOLUTIONS AS","926281771","2021-07-13","Konkursåpning","Østfold","Under"
"2792","OUTCALL SOLUTIONS FREDRIKSTAD AS","926799150","2023-10-06","Konkursåpning","Østfold","Etter"
"2793","P T RODE AS","926019767","2023-02-28","Konkursåpning","Østfold","Under"
"2794","PADEL CENTER AS","926999303","2023-08-18","Konkursåpning","Østfold","Etter"
"2795","PARADIS MOSS AS","929824164","2023-11-09","Konkursåpning","Østfold","Etter"
"2796","PASSIVBYGG AS","917590230","2023-09-22","Konkursåpning","Østfold","Etter"
"2797","PAUER CONSULENT AS","925059129","2024-03-04","Konkursåpning","Østfold","Etter"
"2798","PAYREST NORGE AS","915633315","2022-05-20","Konkursåpning","Østfold","Under"
"2799","PB ENTREPRENØR HOLDING AS","918160566","2022-09-05","Konkursåpning","Østfold","Under"
"2800","PB GRUPPEN NORGE AS","918036857","2022-10-07","Konkursåpning","Østfold","Under"
"2801","PEPOS AS","928532003","2023-01-20","Konkursåpning","Østfold","Under"
"2802","PETTERSEN BYGG OG EIENDOM AS","915876048","2022-12-05","Konkursåpning","Østfold","Under"
"2803","PETTERSEN BYGGESERVICE AS","928047113","2022-12-05","Konkursåpning","Østfold","Under"
"2804","PHO DALAT AS","923934049","2022-12-07","Konkursåpning","Østfold","Under"
"2805","PIA DESIGN AS","913797337","2021-01-19","Konkursåpning","Østfold","Under"
"2806","PIZZAN SARPSBORG AS","925560057","2023-01-11","Konkursåpning","Østfold","Under"
"2807","PIZZANINIBORG AS","922325170","2020-12-01","Konkursåpning","Østfold","Under"
"2808","PL FASHION AS","921173202","2020-07-23","Konkursåpning","Østfold","Under"
"2809","PLANFAST AS","929021665","2023-07-18","Konkursåpning","Østfold","Etter"
"2810","PLANKE BYGG FREDRIKSTAD AS","916744587","2021-06-17","Konkursåpning","Østfold","Under"
"2811","PMI NORWAY AS","922668558","2020-09-18","Konkursåpning","Østfold","Under"
"2812","POWER PERSONAL AS","921311451","2022-12-23","Konkursåpning","Østfold","Under"
"2813","PREDIKTOR HOLDCO AS","924989904","2022-01-28","Konkursåpning","Østfold","Under"
"2814","PREDIKTOR INSTRUMENTS AS","925073369","2022-01-28","Konkursåpning","Østfold","Under"
"2815","PRO BETONG AS","919846240","2023-02-08","Konkursåpning","Østfold","Under"
"2816","PRO DJ NORGE GRUPPEN AS","922567603","2023-01-27","Konkursåpning","Østfold","Under"
"2817","PROBYGG AS","914242339","2022-08-08","Konkursåpning","Østfold","Under"
"2818","PROFF BYGG & INTERIØR AS","998644976","2020-02-13","Konkursåpning","Østfold","Under"
"2819","PROFF ENTREPRENØR AS","999106269","2023-03-13","Konkursåpning","Østfold","Under"
"2820","PROKON ENTREPRENØR AS","914718279","2023-04-03","Konkursåpning","Østfold","Under"
"2821","PROSJEKT M AS","927965186","2023-11-07","Konkursåpning","Østfold","Etter"
"2822","PROSJEKTBOLIGER AS","921472064","2021-07-22","Konkursåpning","Østfold","Under"
"2823","PRØITZ KÅRE BYGGMESTER OG TAKSTMANN","998785693","2022-04-22","Konkursåpning","Østfold","Under"
"2824","PUFF BAR AS","917750742","2021-09-30","Konkursåpning","Østfold","Under"
"2825","QUALITY SECURITY AVD 1 AS","916390122","2021-07-29","Konkursåpning","Østfold","Under"
"2826","RAMOS TRANSPORT AS","919137436","2021-11-24","Konkursåpning","Østfold","Under"
"2827","RB GRUPPEN AS","926999265","2023-03-06","Konkursåpning","Østfold","Under"
"2828","REBELL KOLLEKTIVET AS","920214843","2021-11-22","Konkursåpning","Østfold","Under"
"2829","REBELL VVS & ELEKTRO AS","917906181","2020-09-24","Konkursåpning","Østfold","Under"
"2830","RECANDER OU","997391535","2022-01-03","Konkursåpning","Østfold","Under"
"2831","REIER STUDIO AS","917998019","2020-11-11","Konkursåpning","Østfold","Under"
"2832","RENT UTEMILJØ AS","920756921","2022-09-08","Konkursåpning","Østfold","Under"
"2833","RF BYGG AS","921178670","2021-10-15","Konkursåpning","Østfold","Under"
"2834","RINGSRØD NAPRAPATI AS","924715650","2023-03-06","Konkursåpning","Østfold","Under"
"2835","RINGSRØD TRANSPORT AS","863874432","2024-01-08","Konkursåpning","Østfold","Etter"
"2836","RINGSTAD RENHOLD AS","918563962","2021-06-23","Konkursåpning","Østfold","Under"
"2837","RISHAUGEN AS","983617549","2022-12-01","Konkursåpning","Østfold","Under"
"2838","RKR BYGG AS","925559881","2023-05-31","Konkursåpning","Østfold","Etter"
"2839","RO PROFITT MAX AS","994942689","2024-01-10","Konkursåpning","Østfold","Etter"
"2840","ROM SIKKERHET AS","851054782","2021-03-22","Konkursåpning","Østfold","Under"
"2841","ROTO BYGG AS","922142599","2021-04-26","Konkursåpning","Østfold","Under"
"2842","RT GROUP AS","922859418","2021-12-03","Konkursåpning","Østfold","Under"
"2843","RUUD KAFÈ DRIFT AS","923169849","2023-01-10","Konkursåpning","Østfold","Under"
"2844","RYGGE BILPLEIE & STORBILVASK AS","920196268","2021-01-15","Konkursåpning","Østfold","Under"
"2845","RÅBEKKEN BIL AS","918292438","2019-12-02","Konkursåpning","Østfold","Før"
"2846","RÅD OG BOKFØRING AS","995102188","2022-02-14","Konkursåpning","Østfold","Under"
"2847","S ANLEGGSTEKNIKK AS","922747873","2022-12-02","Konkursåpning","Østfold","Under"
"2848","S RETAIL D TORVBYEN AS","996019187","2023-02-13","Konkursåpning","Østfold","Under"
"2849","S10 DETALJHANDEL AS","929339290","2023-12-18","Konkursåpning","Østfold","Etter"
"2850","SAFORT BYGG AS","927645343","2023-02-14","Endring av kunngjøring fra Konkursregisteret","Østfold","Under"
"2851","SAFORT BYGG AS","927645343","2023-02-13","Konkursåpning","Østfold","Under"
"2852","SALGSELITEN AS","923380647","2020-06-10","Konkursåpning","Østfold","Under"
"2853","SALSAAL AS","931616358","2024-03-12","Konkursåpning","Østfold","Etter"
"2854","SAMSKAPT AS","923833633","2024-03-08","Konkursåpning","Østfold","Etter"
"2855","SARA INTERNATIONAL AS","820559452","2022-08-08","Konkursåpning","Østfold","Under"
"2856","SARPBYGG AS","928152618","2022-11-21","Konkursåpning","Østfold","Under"
"2857","SARPSBORG BILPLEIE AS","919145676","2021-06-15","Konkursåpning","Østfold","Under"
"2858","SARPSBORG MICROLAKK AS","917141673","2021-03-08","Konkursåpning","Østfold","Under"
"2859","SARPSBORG SUSHI AS","928131343","2023-06-28","Konkursåpning","Østfold","Etter"
"2860","SARPSBORG WRAPPING AS","925177679","2023-09-28","Konkursåpning","Østfold","Etter"
"2861","SATURN AS","983921604","2023-03-16","Konkursåpning","Østfold","Under"
"2862","SAXVIK PEIS OG PIPE AS","922319359","2021-09-14","Konkursåpning","Østfold","Under"
"2863","SBJH A BAC AS","924824204","2023-09-06","Konkursåpning","Østfold","Etter"
"2864","SCANDINAVIAN FIBER GROUP AS","928881962","2023-06-06","Konkursåpning","Østfold","Etter"
"2865","SEABIRD DESIGNS AS","999143156","2021-02-17","Konkursåpning","Østfold","Under"
"2866","SENTRUM BILVERKSTED MOSS AS","925638447","2023-02-15","Konkursåpning","Østfold","Under"
"2867","SEO AS","825012192","2024-03-05","Konkursåpning","Østfold","Etter"
"2868","SERVICEPARTNER 24 AS","915556159","2020-11-26","Konkursåpning","Østfold","Under"
"2869","SEYRAN BEAUTY CENTER AS","925809063","2022-07-15","Konkursåpning","Østfold","Under"
"2870","SHAM SYRISKE KJØKKEN AS","922107408","2021-05-28","Konkursåpning","Østfold","Under"
"2871","SINDING OG SØNN AS","916584814","2023-07-17","Konkursåpning","Østfold","Etter"
"2872","SKANSEN BYGGTJENESTER AS","815526082","2023-07-17","Konkursåpning","Østfold","Etter"
"2873","SKATTEKAMMERET AS","925768723","2022-04-05","Konkursåpning","Østfold","Under"
"2874","SKI BOLIGVENTILASJON AS","997003179","2022-10-04","Konkursåpning","Østfold","Under"
"2875","SKJEBERG VAKTMESTERTJENESTER AS","925400564","2022-12-01","Konkursåpning","Østfold","Under"
"2876","SKOOLER AS","896901702","2024-02-19","Konkursåpning","Østfold","Etter"
"2877","SLV NORWAY AS","916034857","2023-06-13","Konkursåpning","Østfold","Etter"
"2878","SMAAVIK PETTER AS","922158436","2021-10-29","Konkursåpning","Østfold","Under"
"2879","SMAK MEG AS","923090320","2022-09-06","Konkursåpning","Østfold","Under"
"2880","SMAKSKONGEN AS","916604742","2022-06-07","Konkursåpning","Østfold","Under"
"2881","SMART CAR REPAIR & CO AS","924769122","2021-03-26","Konkursåpning","Østfold","Under"
"2882","SMART LIVING AS","996967336","2022-04-05","Konkursåpning","Østfold","Under"
"2883","SMESTAD HUS OG VEDLIKEHOLD AS","998030781","2023-01-13","Konkursåpning","Østfold","Under"
"2884","SMI RESTAURANT AS","928602230","2023-06-02","Konkursåpning","Østfold","Etter"
"2885","SMÅVARER AS","916161468","2021-02-16","Konkursåpning","Østfold","Under"
"2886","SNEKKER ANDERSEN BYGG AS","998463661","2023-08-31","Konkursåpning","Østfold","Etter"
"2887","SNKB AS","920888038","2021-03-12","Konkursåpning","Østfold","Under"
"2888","SOLBU EIENDOMSUTVIKLING AS","997033493","2023-02-23","Konkursåpning","Østfold","Under"
"2889","SOLSIDEN CAFE OG ISBAR AS","914134935","2022-05-13","Konkursåpning","Østfold","Under"
"2890","SOLTEKNIKK AS","921639759","2022-01-28","Konkursåpning","Østfold","Under"
"2891","SPONVIKA TØMRERSERVICE AS","923594264","2023-11-22","Konkursåpning","Østfold","Etter"
"2892","SPONVIKA VERTSHUS AS","916963599","2023-04-04","Konkursåpning","Østfold","Under"
"2893","SPORTS NUT AS","984304668","2021-12-23","Konkursåpning","Østfold","Under"
"2894","SPORTSHUSET HOLDING AS","919819146","2020-02-03","Konkursåpning","Østfold","Under"
"2895","SPORTSHUSET OUTLET AS","919819162","2020-02-03","Konkursåpning","Østfold","Under"
"2896","STABIL VERKTØYINDUSTRI AS","916173318","2023-08-01","Konkursåpning","Østfold","Etter"
"2897","STERK SAUS AS","920338976","2023-02-03","Konkursåpning","Østfold","Under"
"2898","STILE AS","825845542","2022-04-04","Konkursåpning","Østfold","Under"
"2899","STORGATA KAFEDRIFT AS","920746152","2022-11-01","Konkursåpning","Østfold","Under"
"2900","STORMOEN AS","919708964","2023-10-11","Konkursåpning","Østfold","Etter"
"2901","STRAND JAN-ERIK MALERFIRMA AS","825435972","2023-03-22","Konkursåpning","Østfold","Under"
"2902","STRAYE TREBYGG AS","822249752","2023-12-21","Konkursåpning","Østfold","Etter"
"2903","STRØMLINE AS","921564201","2023-01-30","Konkursåpning","Østfold","Under"
"2904","STUDIO ANTONIO DE MORANVILLE AS","927414805","2022-04-19","Konkursåpning","Østfold","Under"
"2905","STYREHUS AS","926727028","2023-03-17","Konkursåpning","Østfold","Under"
"2906","STÅL EXPERTEN AS","925513008","2023-01-09","Konkursåpning","Østfold","Under"
"2907","SUPER PIZZA AVD SARPSBORG AS","916552173","2021-03-30","Konkursåpning","Østfold","Under"
"2908","SVA BYGG AS","924974532","2022-09-08","Konkursåpning","Østfold","Under"
"2909","SVARTBEKK EIENDOM AS","916917643","2024-01-15","Konkursåpning","Østfold","Etter"
"2910","SVEBERG A TØMMERMESTER AS","983379532","2021-08-23","Konkursåpning","Østfold","Under"
"2911","SVEIN LAURITZEN AS","994459430","2021-07-22","Konkursåpning","Østfold","Under"
"2912","SVENSEN BYGG OG EIENDOM AS","922237727","2020-03-04","Konkursåpning","Østfold","Under"
"2913","SYDVENDT & PARTNERS AS","814568512","2023-02-24","Endring av kunngjøring fra Konkursregisteret","Østfold","Under"
"2914","SYDVENDT & PARTNERS AS","814568512","2020-04-03","Konkursåpning","Østfold","Under"
"2915","SYSTEMFAG HAMAR AS","925460184","2021-12-03","Konkursåpning","Østfold","Under"
"2916","T HÅKONSEN EFTF AS","819160252","2021-04-16","Konkursåpning","Østfold","Under"
"2917","T&A SNEKKERE AS","818680872","2023-06-14","Konkursåpning","Østfold","Etter"
"2918","T13 EIENDOM AS","999526055","2022-02-15","Konkursåpning","Østfold","Under"
"2919","TAKTILT AS","925384623","2023-03-28","Konkursåpning","Østfold","Under"
"2920","TATAN AUTO AS","913316282","2022-03-29","Konkursåpning","Østfold","Under"
"2921","TATAN AUTO SHINE AS","996993574","2022-04-13","Konkursåpning","Østfold","Under"
"2922","TAVERNA GRILL AS","920968007","2022-10-25","Konkursåpning","Østfold","Under"
"2923","TEAM ASFALT AS","922223394","2020-06-16","Konkursåpning","Østfold","Under"
"2924","TEAM BYGG AS","944741631","2018-08-20","Konkursåpning","Østfold","Før"
"2925","TEMAREISER FREDRIKSTAD AS","981090756","2021-06-03","Konkursåpning","Østfold","Under"
"2926","TEMCO VAREHEISER AS","918478965","2021-06-09","Endring av kunngjøring fra Konkursregisteret","Østfold","Under"
"2927","TEMCO VAREHEISER AS","918478965","2021-06-09","Konkursåpning","Østfold","Under"
"2928","TFU AS","983146961","2022-06-21","Konkursåpning","Østfold","Under"
"2929","THAIKJØKKEN MOSS AS","928737179","2023-03-27","Konkursåpning","Østfold","Under"
"2930","THE FEAST SARPSBORG AS","924471727","2022-09-16","Konkursåpning","Østfold","Under"
"2931","TILHENGERGRUPPEN ØST AS","814398382","2022-09-28","Konkursåpning","Østfold","Under"
"2932","TIMMY DONUT AS","927584565","2023-07-18","Konkursåpning","Østfold","Etter"
"2933","TIMMY DONUT FREDRIKSTAD AS","928052664","2023-07-18","Konkursåpning","Østfold","Etter"
"2934","TIRO TRADE AS","917600953","2022-12-02","Konkursåpning","Østfold","Under"
"2935","TJ BYGG AS","924600950","2023-05-05","Konkursåpning","Østfold","Etter"
"2936","TM ENTREPRENØR AS","925082147","2021-03-18","Konkursåpning","Østfold","Under"
"2937","TOLNER TRETEKNIKK AS","922695067","2022-06-07","Konkursåpning","Østfold","Under"
"2938","TOMLE EIENDOM AS","924312556","2023-09-29","Konkursåpning","Østfold","Etter"
"2939","TOMMELITEN TORP PIZZA AS","920362400","2023-02-15","Konkursåpning","Østfold","Under"
"2940","TOMMYS GARAGE AS","916978979","2022-08-16","Konkursåpning","Østfold","Under"
"2941","TOMTER CAFE OG BAR AS","918451609","2022-09-13","Konkursåpning","Østfold","Under"
"2942","TOMTER GUTTA AS","913204433","2020-02-14","Konkursåpning","Østfold","Under"
"2943","TOPP BYGNING RENOVERING AS","918907033","2020-02-10","Konkursåpning","Østfold","Under"
"2944","TORINO PIZZA AS","919890053","2024-03-20","Konkursåpning","Østfold","Etter"
"2945","TOTAL KLIMA OG VVS AS","991034196","2022-09-13","Konkursåpning","Østfold","Under"
"2946","TOUCH OF BEAUTY AS","917106789","2022-12-05","Konkursåpning","Østfold","Under"
"2947","TRAFIKKDIRIGENTENE AS","823483422","2021-05-20","Konkursåpning","Østfold","Under"
"2948","TRIO MILJØ AS","921201036","2021-04-13","Konkursåpning","Østfold","Under"
"2949","TS TRANSPORT AS","980686205","2021-09-16","Konkursåpning","Østfold","Under"
"2950","TUMAY EIENDOM AS","918098798","2023-09-07","Konkursåpning","Østfold","Etter"
"2951","TURNETRANSPORT AS","898810232","2022-05-10","Konkursåpning","Østfold","Under"
"2952","TW SERVICE","913313054","2021-02-02","Konkursåpning","Østfold","Under"
"2953","TWO POINT O AS","916320760","2022-10-26","Konkursåpning","Østfold","Under"
"2954","TØMRERGUTTA DRIFT AS","922897948","2020-11-11","Konkursåpning","Østfold","Under"
"2955","UAV1 RD AS","918507736","2020-11-10","Konkursåpning","Østfold","Under"
"2956","UAV2 ADM AS","998579023","2020-11-10","Konkursåpning","Østfold","Under"
"2957","ULFVEN AS","997921089","2024-01-16","Konkursåpning","Østfold","Etter"
"2958","UMS SARPSBORG BORGENHAUGEN AS","925536105","2022-08-25","Konkursåpning","Østfold","Under"
"2959","UNIK FRISØR & STYLING AS","925052906","2024-01-23","Konkursåpning","Østfold","Etter"
"2960","UTOPIA RETAIL AS","926998870","2024-01-19","Konkursåpning","Østfold","Etter"
"2961","V A D AS","815065832","2022-09-23","Konkursåpning","Østfold","Under"
"2962","VEBS BYGG AS","921422938","2020-12-28","Konkursåpning","Østfold","Under"
"2963","VEGG OG TAK ASSISTANSE AS","914719321","2022-09-09","Konkursåpning","Østfold","Under"
"2964","VEI OG VEDLIKEHOLD AS","920750346","2023-02-24","Endring av kunngjøring fra Konkursregisteret","Østfold","Under"
"2965","VEI OG VEDLIKEHOLD AS","920750346","2019-08-07","Konkursåpning","Østfold","Før"
"2966","VEOPIPE AS","819724962","2020-10-15","Konkursåpning","Østfold","Under"
"2967","VERPET MASKINSERVICE AS","917817014","2021-10-26","Konkursåpning","Østfold","Under"
"2968","VERSATILE AS","988222119","2023-08-29","Konkursåpning","Østfold","Etter"
"2969","VIC BYGG AS","823119372","2023-04-05","Konkursåpning","Østfold","Under"
"2970","VIKEN AUTOSERVICE AS","926694847","2022-01-25","Konkursåpning","Østfold","Under"
"2971","VIKEN BYGG OG EIENDOM AS","921178646","2023-11-27","Konkursåpning","Østfold","Etter"
"2972","VIKEN BYGGTEAM AS","925142344","2022-05-16","Konkursåpning","Østfold","Under"
"2973","VIKEN CHIPTUNING OG BILPLEIE AS","922395888","2020-04-15","Konkursåpning","Østfold","Under"
"2974","VIKEN FLIS AS","924538708","2023-01-25","Konkursåpning","Østfold","Under"
"2975","VIKEN MULTIBYGG AS","926398563","2022-02-21","Konkursåpning","Østfold","Under"
"2976","VIKEN OPPUSSING & DESIGN AS","930717029","2023-10-25","Konkursåpning","Østfold","Etter"
"2977","VIKEN PRO AS","922994269","2024-01-05","Konkursåpning","Østfold","Etter"
"2978","VIKEN RØR AS","925590568","2023-12-19","Konkursåpning","Østfold","Etter"
"2979","VIKEN TAK & BYGGSERVICE AS","924759364","2021-01-27","Konkursåpning","Østfold","Under"
"2980","VIKING ELEKTRO AS","914308852","2021-08-09","Konkursåpning","Østfold","Under"
"2981","VILLA FREDRIKSTAD AS","917487065","2023-11-09","Konkursåpning","Østfold","Etter"
"2982","VINAR VVS & SØNN AS","919968214","2022-07-04","Konkursåpning","Østfold","Under"
"2983","VINOR ENGROS AS","924593636","2022-04-08","Konkursåpning","Østfold","Under"
"2984","VISU MEDIA AS","918718494","2022-12-13","Konkursåpning","Østfold","Under"
"2985","VITABILITY AS","920141188","2021-02-05","Konkursåpning","Østfold","Under"
"2986","VITEA TOTALENTREPRENØR AS","924344873","2022-06-08","Konkursåpning","Østfold","Under"
"2987","VIVA BRAND AS","926837605","2024-02-16","Konkursåpning","Østfold","Etter"
"2988","VR HUS BYGG AS","922016127","2021-10-21","Konkursåpning","Østfold","Under"
"2989","VS BYGGSERVICE 1 AS","919534532","2021-03-16","Konkursåpning","Østfold","Under"
"2990","VVS SYSTEMER AS","920273378","2022-03-30","Konkursåpning","Østfold","Under"
"2991","WASHLAND MOSS AS","916919190","2021-12-17","Konkursåpning","Østfold","Under"
"2992","WB ENTREPRENØR AS","930318957","2023-12-07","Konkursåpning","Østfold","Etter"
"2993","WEBAPPTECH AS","918766812","2023-01-05","Konkursåpning","Østfold","Under"
"2994","WEBERG PROSJEKT AS","913460162","2022-04-05","Konkursåpning","Østfold","Under"
"2995","WELLDONE GROUP AS","924827726","2023-03-15","Konkursåpning","Østfold","Under"
"2996","WICHSTRØM-NILSEN GULLSMED AS","956871484","2023-12-06","Konkursåpning","Østfold","Etter"
"2997","WK FRITID AS","922532346","2021-05-31","Konkursåpning","Østfold","Under"
"2998","WOK & GO MOSS AS","923767401","2023-11-15","Konkursåpning","Østfold","Etter"
"2999","WVS AS","925074632","2022-09-27","Konkursåpning","Østfold","Under"
"3000","X-PARTNER ØSTFOLD AS","971221771","2024-02-27","Konkursåpning","Østfold","Etter"
"3001","XL SERVICE AS","911859718","2022-08-30","Konkursåpning","Østfold","Under"
"3002","YEHU INVESTMENT AS","988047570","2019-08-07","Konkursåpning","Østfold","Før"
"3003","ZOORYGG AS","917653224","2023-01-20","Konkursåpning","Østfold","Under"
"3004","ØREBEKK BIL & VIP AUTOSPA AS","919787392","2021-02-24","Konkursåpning","Østfold","Under"
"3005","ØST AUTO AS","924515074","2023-09-11","Konkursåpning","Østfold","Etter"
"3006","ØST TRANS & BUD AS","924919124","2022-06-29","Konkursåpning","Østfold","Under"
"3007","ØSTBERGS AS","989015710","2021-10-26","Konkursåpning","Østfold","Under"
"3008","ØSTFOLD BILPLEIE AS","922920192","2023-01-02","Konkursåpning","Østfold","Under"
"3009","ØSTFOLD BOBILUTLEIE AS","916190603","2023-02-24","Konkursåpning","Østfold","Under"
"3010","ØSTFOLD INNEKLIMA AS","914983398","2020-07-02","Konkursåpning","Østfold","Under"
"3011","ØSTFOLD MUSIKK AS","922699178","2023-01-23","Konkursåpning","Østfold","Under"
"3012","ØSTFOLD PARTNERLAG AS","917303584","2020-08-13","Konkursåpning","Østfold","Under"
"3013","ØSTFOLD PORTSERVICE AS","913086368","2021-09-07","Konkursåpning","Østfold","Under"
"3014","ØSTFOLD SOL AS","812088882","2022-04-21","Konkursåpning","Østfold","Under"
"3015","ØSTFOLD VASK OG RENS AS","922386587","2022-05-09","Konkursåpning","Østfold","Under"
"3016","ØSTFOLDS BESTE AS","925803650","2023-01-04","Konkursåpning","Østfold","Under"
